ticker,flag,evidence,harmful,note
AZTA,b_former_name,"former name 'BROOKS AUTOMATION INC' (1996-02-12..2019-05-10) -> 'Azenta, Inc.'; SIC now Special Industry Machinery, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BBWI,b_former_name,"former name 'L Brands, Inc.' (2013-04-02..2021-07-30) -> 'Bath & Body Works, Inc.'; SIC now Retail-Retail Stores, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BFS,b_former_name,"former name 'SAUL CENTERS INC' (1996-10-30..2020-02-27) -> 'SAUL CENTERS, INC.'; SIC now Real Estate Investment Trusts",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BIO,b_former_name,"former name 'BIO RAD LABORATORIES INC' (1994-05-12..2018-06-18) -> 'BIO-RAD LABORATORIES, INC.'; SIC now Laboratory Analytical Instruments",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BJ,b_former_name,"former name 'Beacon Holding Inc.' (2011-10-11..2017-04-10) -> 'BJ's Wholesale Club Holdings, Inc.'; SIC now Retail-Variety Stores",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BNL,b_former_name,"former name 'Broadstone Net Lease Inc' (2008-01-15..2017-08-10) -> 'Broadstone Net Lease, Inc.'; SIC now Real Estate Investment Trusts",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
BWXT,b_former_name,"former name 'Babcock & Wilcox Co' (2010-03-12..2015-06-22) -> 'BWX Technologies, Inc.'; SIC now Engines & Turbines",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CAG,b_former_name,former name 'CONAGRA FOODS INC /DE/' (2000-10-11..2016-10-21) -> 'CONAGRA BRANDS INC.'; SIC now Food and Kindred Products,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CALM,b_former_name,former name 'CAL MAINE FOODS INC' (1996-12-03..2014-03-31) -> 'CAL-MAINE FOODS INC'; SIC now Agricultural Prod-Livestock & Animal Specialties,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CC,b_former_name,"former name 'Chemours Company, LLC' (2014-12-18..2015-04-21) -> 'Chemours Co'; SIC now Chemicals & Allied Products",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CCOI,b_former_name,"former name 'COGENT COMMUNICATIONS GROUP INC' (2001-12-07..2014-06-26) -> 'COGENT COMMUNICATIONS HOLDINGS, INC.'; SIC now Communications Services, NEC",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CFFN,b_former_name,"former name 'Capitol Federal Financial Inc' (2010-05-06..2018-09-05) -> 'Capitol Federal Financial, Inc.'; SIC now Savings Institution, Federally Chartered",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CG,b_former_name,former name 'Carlyle Group L.P.' (2011-09-06..2020-01-02) -> 'Carlyle Group Inc.'; SIC now Investment Advice,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CLF,b_former_name,former name 'CLIFFS NATURAL RESOURCES INC.' (2008-09-03..2017-08-14) -> 'CLEVELAND-CLIFFS INC.'; SIC now Metal Mining,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CNR,b_former_name,"former name 'CONSOL Mining Corp' (2017-07-11..2017-11-22) -> 'Core Natural Resources, Inc.'; SIC now Silver Ores",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CNS,b_former_name,"former name 'COHEN & STEERS INC' (2004-03-30..2019-08-06) -> 'COHEN & STEERS, INC.'; SIC now Investment Advice",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CNX,b_former_name,former name 'CONSOL ENERGY INC' (2005-01-27..2017-11-17) -> 'CNX Resources Corp'; SIC now Crude Petroleum & Natural Gas,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CNX,b_former_name,former name 'CONSOL Energy Inc' (2005-01-27..2017-11-17) -> 'CNX Resources Corp'; SIC now Crude Petroleum & Natural Gas,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
COCO,b_former_name,"former name 'All Market Inc.' (2021-08-30..2021-08-31) -> 'Vita Coco Company, Inc.'; SIC now Beverages",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
COCO,b_former_name,"former name 'All Market, Inc.' (2010-02-03..2021-07-16) -> 'Vita Coco Company, Inc.'; SIC now Beverages",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
COKE,b_former_name,"former name 'COCA COLA BOTTLING CO CONSOLIDATED /DE/' (1994-11-14..2018-12-03) -> 'Coca-Cola Consolidated, Inc.'; SIC now Bottled & Canned Soft Drinks & Carbonated Waters",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
COLB,b_former_name,"former name 'COLUMBIA BANKING SYSTEM INC' (1996-08-13..2019-05-03) -> 'COLUMBIA BANKING SYSTEM, INC.'; SIC now State Commercial Banks",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
COLL,b_former_name,"former name 'COLLEGIUM PHARMACEUTICAL INC' (2003-10-20..2015-03-03) -> 'COLLEGIUM PHARMACEUTICAL, INC'; SIC now Pharmaceutical Preparations",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CPRI,b_former_name,former name 'Michael Kors Holdings Ltd' (2011-12-02..2018-12-21) -> 'Capri Holdings Ltd'; SIC now Leather & Leather Products,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CRGY,b_former_name,former name 'IE PubCo Inc.' (2021-06-08..2021-11-22) -> 'Crescent Energy Co'; SIC now Crude Petroleum & Natural Gas,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CRUS,b_former_name,"former name 'CIRRUS LOGIC INC' (1994-12-15..2019-06-13) -> 'CIRRUS LOGIC, INC.'; SIC now Semiconductors & Related Devices",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CSR,b_former_name,former name 'INVESTORS REAL ESTATE TRUST' (1995-07-27..2021-06-08) -> 'CENTERSPACE'; SIC now Real Estate Investment Trusts,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CSW,b_former_name,"former name 'CSWC Newco Corp.' (2014-12-02..2015-03-26) -> 'CSW INDUSTRIALS, INC.'; SIC now Adhesives & Sealants",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CVCO,b_former_name,"former name 'CAVCO INDUSTRIES INC' (1994-02-14..2018-07-12) -> 'CAVCO INDUSTRIES, INC.'; SIC now Mobile Homes",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CVSA,b_former_name,former name 'Adtalem Global Education' (2017-05-24..2017-05-24) -> 'Covista Inc.'; SIC now Services-Educational Services,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CVSA,b_former_name,former name 'DEVRY EDUCATION GROUP INC.' (2013-11-07..2017-05-15) -> 'Covista Inc.'; SIC now Services-Educational Services,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CWEN,b_former_name,"former name 'NRG Yield, Inc.' (2013-03-18..2018-09-04) -> 'Clearway Energy, Inc.'; SIC now Electric Services",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CWK,b_former_name,former name 'Cushman & Wakefield Ltd' (2018-07-13..2018-07-17) -> 'Cushman & Wakefield Ltd.'; SIC now Real Estate,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CWK,b_former_name,former name 'DTZ Jersey Holdings Ltd' (2014-12-31..2018-07-13) -> 'Cushman & Wakefield Ltd.'; SIC now Real Estate,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CXW,b_former_name,"former name 'CORRECTIONS CORP OF AMERICA' (2002-02-14..2016-11-10) -> 'CoreCivic, Inc.'; SIC now Real Estate Investment Trusts",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CZR,b_former_name,"former name 'Eldorado Resorts, Inc.' (2014-09-19..2020-07-17) -> 'Caesars Entertainment, Inc.'; SIC now Hotels & Motels",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
CZR,b_former_name,"former name 'Eclair Holdings Co' (2013-11-04..2014-09-19) -> 'Caesars Entertainment, Inc.'; SIC now Hotels & Motels",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
DAN,b_former_name,former name 'DANA HOLDING CORP' (2008-01-31..2016-07-21) -> 'DANA Inc'; SIC now Motor Vehicle Parts & Accessories,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
